seed,White_Female_d,Black_Female_d,Black_Male_d,White_Female_holm,Black_Male_holm,Black_Female_holm
0,0.20257202373707026,0.07327578527688693,0.14097549887779845,0.00018357088580232456,0.010098928525507983,0.14356783409508703
1,0.06447850309703702,-0.22445400057329548,-0.10653653408115352,0.19794697538326714,0.06744453913973217,2.8121800571028778e-05
7,-0.04355045403726924,-0.06820277948584123,-0.30254593577232425,0.38427294627087927,9.960736443132643e-09,0.34663803350604555
42,-0.19599280186918738,0.42186468831771556,0.18124916591194287,0.00020851727755557547,0.0003263757011449388,1.812577897554124e-15
123,-0.1300555780419661,0.2471657045322841,-0.13241696972310008,0.016819454966294063,0.016819454966294063,3.399090067171558e-06
